id,stock,Nasdaq Traded,security_name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
2408,MET,Y,"MetLife, Inc. Common Stock",N, ,N,100.0,N,,MET,MET,N
2409,MFA,Y,"MFA Financial, Inc.",N, ,N,100.0,N,,MFA,MFA,N
2410,MFC,Y,Manulife Financial Corporation Common Stock,N, ,N,100.0,N,,MFC,MFC,N
2411,MFD,Y,Macquarie First Trust Global Common Stock,N, ,N,100.0,N,,MFD,MFD,N
2412,MFG,Y,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N, ,N,100.0,N,,MFG,MFG,N
2413,MFL,Y,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,MFL,MFL,N
2414,MFM,Y,MFS Municipal Income Trust Common Stock,N, ,N,100.0,N,,MFM,MFM,N
2415,MFNC,Y,Mackinac Financial Corporation - Common Stock,Q,S,N,100.0,N,N,,MFNC,N
2416,MFSF,Y,MutualFirst Financial Inc. - Common Stock,Q,G,N,100.0,N,N,,MFSF,N
2417,MFT,Y,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,MFT,MFT,N
2418,MFV,Y,MFS Special Value Trust Common Stock,N, ,N,100.0,N,,MFV,MFV,N
2419,MG,Y,Mistras Group Inc Common Stock,N, ,N,100.0,N,,MG,MG,N
2420,MGA,Y,"Magna International, Inc. Common Stock",N, ,N,100.0,N,,MGA,MGA,N
2421,MGEE,Y,MGE Energy Inc. - Common Stock,Q,Q,N,100.0,N,N,,MGEE,N
2422,MGF,Y,MFS Government Markets Income Trust Common Stock,N, ,N,100.0,N,,MGF,MGF,N
2423,MGIC,Y,Magic Software Enterprises Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,MGIC,N
2424,MGK,Y,Vanguard Mega Cap Growth ETF,P, ,Y,100.0,N,,MGK,MGK,N
2425,MGLN,Y,"Magellan Health, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MGLN,N
2426,MGNX,Y,"MacroGenics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MGNX,N
2427,MGPI,Y,"MGP Ingredients, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MGPI,N
2428,MGR,Y,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",N, ,N,100.0,N,,MGR,MGR,N
2429,MGRC,Y,McGrath RentCorp - Common Stock,Q,Q,N,100.0,N,N,,MGRC,N
2430,MGU,Y,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,N, ,N,100.0,N,,MGU,MGU,N
2431,MGV,Y,Vanguard Mega Cap Value ETF,P, ,Y,100.0,N,,MGV,MGV,N
2432,MHD,Y,"Blackrock MuniHoldings Fund, Inc. Common Stock",N, ,N,100.0,N,,MHD,MHD,N
2433,MHE,Y,BlackRock Massachusetts Tax-Exempt Trust,N, ,N,100.0,N,,MHE,MHE,N
2434,MHF,Y,"Western Asset Municipal High Income Fund, Inc. Common Stock",N, ,N,100.0,N,,MHF,MHF,N
2435,MHH,Y,"Mastech Digital, Inc Common Stock",A, ,N,100.0,N,,MHH,MHH,N
2436,MHI,Y,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,N, ,N,100.0,N,,MHI,MHI,N
2437,MHK,Y,"Mohawk Industries, Inc. Common Stock",N, ,N,100.0,N,,MHK,MHK,N
2438,MHN,Y,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",N, ,N,100.0,N,,MHN,MHN,N
2439,MHNC,Y,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",N, ,N,100.0,N,,MHNC,MHNC,N
2440,MHO,Y,"M/I Homes, Inc. Common Stock",N, ,N,100.0,N,,MHO,MHO,N
2441,MIC,Y,Macquarie Infrastructure Corporation Common Stock,N, ,N,100.0,N,,MIC,MIC,N
2442,MICT,Y,"MICT, Inc. - Common Stock",Q,S,N,100.0,N,N,,MICT,N
2443,MIDD,Y,The Middleby Corporation - Common Stock,Q,Q,N,100.0,N,N,,MIDD,N
2444,MIDU,Y,Direxion Mid Cap Bull 3X Shares,P, ,Y,100.0,N,,MIDU,MIDU,N
2445,MIE,Y,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock",N, ,N,100.0,N,,MIE,MIE,N
2446,MIK,Y,"The Michaels Companies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MIK,N
2447,MIN,Y,MFS Intermediate Income Trust Common Stock,N, ,N,100.0,N,,MIN,MIN,N
2448,MINC,Y,AdvisorShares Newfleet Multi-sector Income ETF,P, ,Y,100.0,N,,MINC,MINC,N
2449,MIND,Y,"Mitcham Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MIND,N
2450,MINI,Y,"Mobile Mini, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MINI,N
2451,MINT,Y,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,P, ,Y,100.0,N,,MINT,MINT,N
2452,MITT,Y,"AG Mortgage Investment Trust, Inc. Common Stock",N, ,N,100.0,N,,MITT,MITT,N
2453,MIXT,Y,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares",N, ,N,100.0,N,,MIXT,MIXT,N
2454,MIY,Y,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N, ,N,100.0,N,,MIY,MIY,N
2455,MKC,Y,"McCormick & Company, Incorporated Common Stock",N, ,N,100.0,N,,MKC,MKC,N
2456,MKL,Y,Markel Corporation Common Stock,N, ,N,10.0,N,,MKL,MKL,N
2457,MKSI,Y,"MKS Instruments, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MKSI,N
2458,MKTX,Y,"MarketAxess Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MKTX,N
2459,MLAB,Y,"Mesa Laboratories, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MLAB,N
2460,MLHR,Y,"Herman Miller, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MLHR,N
2461,MLM,Y,"Martin Marietta Materials, Inc. Common Stock",N, ,N,100.0,N,,MLM,MLM,N
2462,MLN,Y,VanEck Vectors AMT-Free Long Municipal Index ETF,Z, ,Y,100.0,N,,MLN,MLN,N
2463,MLNX,Y,"Mellanox Technologies, Ltd. - Ordinary Shares",Q,Q,N,100.0,N,N,,MLNX,N
2464,MLP,Y,"Maui Land & Pineapple Company, Inc. Common Stock",N, ,N,100.0,N,,MLP,MLP,N
2465,MLPA,Y,Global X MLP ETF,P, ,Y,100.0,N,,MLPA,MLPA,N
2466,MLPX,Y,Global X MLP & Energy Infrastructure ETF,P, ,Y,100.0,N,,MLPX,MLPX,N
2467,MLR,Y,"Miller Industries, Inc. Common Stock",N, ,N,100.0,N,,MLR,MLR,N
2468,MLVF,Y,"Malvern Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,MLVF,N
2469,MMAC,Y,"MMA Capital Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,MMAC,N
2470,MMC,Y,"Marsh & McLennan Companies, Inc. Common Stock",N, ,N,100.0,N,,MMC,MMC,N
2471,MMD,Y,MainStay MacKay DefinedTerm Municipal Opportunities Fund,N, ,N,100.0,N,,MMD,MMD,N
2472,MMI,Y,"Marcus & Millichap, Inc. Common Stock",N, ,N,100.0,N,,MMI,MMI,N
2473,MMLP,Y,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Q,Q,N,100.0,N,N,,MMLP,N
2474,MMM,Y,3M Company Common Stock,N, ,N,100.0,N,,MMM,MMM,N
2475,MMP,Y,Magellan Midstream Partners L.P. Limited Partnership,N, ,N,100.0,N,,MMP,MMP,N
2476,MMS,Y,"Maximus, Inc. Common Stock",N, ,N,100.0,N,,MMS,MMS,N
2477,MMSI,Y,"Merit Medical Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MMSI,N
2478,MMT,Y,MFS Multimarket Income Trust Common Stock,N, ,N,100.0,N,,MMT,MMT,N
2479,MMU,Y,"Western Asset Managed Municipals Fund, Inc. Common Stock",N, ,N,100.0,N,,MMU,MMU,N
2480,MMYT,Y,MakeMyTrip Limited - Ordinary Shares,Q,Q,N,100.0,N,N,,MMYT,N
2481,MNA,Y,IQ Merger Arbitrage ETF,P, ,Y,100.0,N,,MNA,MNA,N
2482,MNE,Y,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock,N, ,N,100.0,N,,MNE,MNE,N
2483,MNK,Y,Mallinckrodt plc Ordinary Shares,N, ,N,100.0,N,,MNK,MNK,N
2484,MNKD,Y,MannKind Corporation - Common Stock,Q,G,N,100.0,N,N,,MNKD,N
2485,MNOV,Y,"MediciNova, Inc. - Common Stock",Q,G,N,100.0,N,N,,MNOV,N
2486,MNP,Y,"Western Asset Municipal Partners Fund, Inc. Common Stock",N, ,N,100.0,N,,MNP,MNP,N
2487,MNR,Y,Monmouth Real Estate Investment Corporation Class A Common Stock,N, ,N,100.0,N,,MNR,MNR,N
2488,MNRO,Y,"Monro, Inc.  - Common Stock",Q,Q,N,100.0,N,N,,MNRO,N
2489,MNST,Y,Monster Beverage Corporation - Common Stock,Q,Q,N,100.0,N,N,,MNST,N
2490,MNTA,Y,"Momenta Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MNTA,N
2491,MNTX,Y,"Manitex International, Inc. - common stock",Q,S,N,100.0,N,N,,MNTX,N
2492,MO,Y,"Altria Group, Inc.",N, ,N,100.0,N,,MO,MO,N
2493,MOAT,Y,VanEck Vectors Morningstar Wide Moat ETF,Z, ,Y,100.0,N,,MOAT,MOAT,N
2494,MOBL,Y,"MobileIron, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MOBL,N
2495,MOD,Y,Modine Manufacturing Company Common Stock,N, ,N,100.0,N,,MOD,MOD,N
2496,MODN,Y,"Model N, Inc. Common Stock",N, ,N,100.0,N,,MODN,MODN,N
2497,MOFG,Y,"MidWestOne Financial Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MOFG,N
2498,MOH,Y,Molina Healthcare Inc Common Stock,N, ,N,100.0,N,,MOH,MOH,N
2499,MOMO,Y,Momo Inc. - American Depositary Shares,Q,Q,N,100.0,N,N,,MOMO,N
2500,MOO,Y,VanEck Vectors Agribusiness ETF,P, ,Y,100.0,N,,MOO,MOO,N
2501,MORN,Y,"Morningstar, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MORN,N
2502,MOS,Y,Mosaic Company (The) Common Stock,N, ,N,100.0,N,,MOS,MOS,N
2503,MOV,Y,Movado Group Inc. Common Stock,N, ,N,100.0,N,,MOV,MOV,N
2504,MPA,Y,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,N, ,N,100.0,N,,MPA,MPA,N
2505,MPAA,Y,"Motorcar Parts of America, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MPAA,N
2506,MPB,Y,Mid Penn Bancorp - Common Stock,Q,G,N,100.0,N,N,,MPB,N
2507,MPC,Y,Marathon Petroleum Corporation Common Stock,N, ,N,100.0,N,,MPC,MPC,N
2508,MPLX,Y,MPLX LP Common Units Representing Limited Partner Interests,N, ,N,100.0,N,,MPLX,MPLX,N
2509,MPV,Y,Barings Participation Investors Common Stock,N, ,N,100.0,N,,MPV,MPV,N
2510,MPW,Y,"Medical Properties Trust, Inc. common stock",N, ,N,100.0,N,,MPW,MPW,N
2511,MPWR,Y,"Monolithic Power Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MPWR,N
2512,MPX,Y,Marine Products Corporation Common Stock,N, ,N,100.0,N,,MPX,MPX,N
2513,MQT,Y,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",N, ,N,100.0,N,,MQT,MQT,N
2514,MQY,Y,"Blackrock MuniYield Quality Fund, Inc. Common Stock",N, ,N,100.0,N,,MQY,MQY,N
2515,MRC,Y,MRC Global Inc. Common Stock,N, ,N,100.0,N,,MRC,MRC,N
2516,MRCC,Y,Monroe Capital Corporation - Common Stock,Q,Q,N,100.0,N,N,,MRCC,N
2517,MRCY,Y,Mercury Systems Inc - Common Stock,Q,Q,N,100.0,N,N,,MRCY,N
2518,MRGR,Y,ProShares Merger ETF,Z, ,Y,100.0,N,,MRGR,MRGR,N
2519,MRIN,Y,Marin Software Incorporated - Common Stock,Q,G,N,100.0,N,N,,MRIN,N
2520,MRK,Y,"Merck & Company, Inc. Common Stock (new)",N, ,N,100.0,N,,MRK,MRK,N
2521,MRLN,Y,Marlin Business Services Corp. - Common Stock,Q,Q,N,100.0,N,N,,MRLN,N
2522,MRNS,Y,"Marinus Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,MRNS,N
2523,MRO,Y,Marathon Oil Corporation Common Stock,N, ,N,100.0,N,,MRO,MRO,N
2524,MRTN,Y,"Marten Transport, Ltd. - Common Stock",Q,Q,N,100.0,N,N,,MRTN,N
2525,MRVL,Y,Marvell Technology Group Ltd. - Common Stock,Q,Q,N,100.0,N,N,,MRVL,N
2526,MS,Y,Morgan Stanley Common Stock,N, ,N,100.0,N,,MS,MS,N
2527,MSA,Y,MSA Safety Incorporated Common Stock,N, ,N,100.0,N,,MSA,MSA,N
2528,MSB,Y,Mesabi Trust Common Stock,N, ,N,100.0,N,,MSB,MSB,N
2529,MSBF,Y,MSB Financial Corp. - Common Stock,Q,G,N,100.0,N,N,,MSBF,N
2530,MSC,Y,"Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares",N, ,N,100.0,N,,MSC,MSC,N
2531,MSCI,Y,MSCI Inc Common Stock,N, ,N,100.0,N,,MSCI,MSCI,N
2532,MSEX,Y,Middlesex Water Company - Common Stock,Q,Q,N,100.0,N,N,,MSEX,N
2533,MSG,Y,The Madison Square Garden Company Class A Common Stock (New),N, ,N,100.0,N,,MSG,MSG,N
2534,MSI,Y,"Motorola Solutions, Inc. Common Stock",N, ,N,100.0,N,,MSI,MSI,N
2535,MSM,Y,"MSC Industrial Direct Company, Inc. Common Stock",N, ,N,100.0,N,,MSM,MSM,N
2536,MSN,Y,Emerson Radio Corporation Common Stock,A, ,N,100.0,N,,MSN,MSN,N
2537,MSON,Y,"MISONIX, Inc. - Common Stock",Q,G,N,100.0,N,N,,MSON,N
2538,MSTR,Y,MicroStrategy Incorporated - Class A Common Stock,Q,Q,N,100.0,N,N,,MSTR,N
2539,MT,Y,Arcelor Mittal NY Registry Shares NEW,N, ,N,100.0,N,,MT,MT,N
2540,MTB,Y,M&T Bank Corporation Common Stock,N, ,N,100.0,N,,MTB,MTB,N
2541,MTBC,Y,"MTBC, Inc. - Common Stock",Q,G,N,100.0,N,N,,MTBC,N
2542,MTD,Y,"Mettler-Toledo International, Inc. Common Stock",N, ,N,100.0,N,,MTD,MTD,N
2543,MTDR,Y,Matador Resources Company Common Stock,N, ,N,100.0,N,,MTDR,MTDR,N
2544,MTEX,Y,"Mannatech, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,MTEX,N
2545,MTG,Y,MGIC Investment Corporation Common Stock,N, ,N,100.0,N,,MTG,MTG,N
2546,MTH,Y,Meritage Homes Corporation Common Stock,N, ,N,100.0,N,,MTH,MTH,N
2547,MTLS,Y,Materialise NV - American Depositary Shares,Q,Q,N,100.0,N,N,,MTLS,N
2548,MTN,Y,"Vail Resorts, Inc. Common Stock",N, ,N,100.0,N,,MTN,MTN,N
2549,MTOR,Y,"Meritor, Inc. Common Stock",N, ,N,100.0,N,,MTOR,MTOR,N
2550,MTR,Y,Mesa Royalty Trust Common Stock,N, ,N,100.0,N,,MTR,MTR,N
2551,MTRN,Y,Materion Corporation,N, ,N,100.0,N,,MTRN,MTRN,N
2552,MTRX,Y,Matrix Service Company - Common Stock,Q,Q,N,100.0,N,N,,MTRX,N
2553,MTSC,Y,MTS Systems Corporation - Common Stock,Q,Q,N,100.0,N,N,,MTSC,N
2554,MTSI,Y,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MTSI,N
2555,MTSL,Y,MER Telemanagement Solutions Ltd. - Ordinary Shares,Q,S,N,100.0,N,D,,MTSL,N
2556,MTT,Y,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,N, ,N,100.0,N,,MTT,MTT,N
2557,MTUM,Y,iShares Edge MSCI USA Momentum Factor ETF,Z, ,Y,100.0,N,,MTUM,MTUM,N
2558,MTW,Y,"Manitowoc Company, Inc. (The) Common Stock",N, ,N,100.0,N,,MTW,MTW,N
2559,MU,Y,"Micron Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MU,N
2560,MUA,Y,"Blackrock MuniAssets Fund, Inc Common Stock",N, ,N,100.0,N,,MUA,MUA,N
2561,MUB,Y,iShares National Muni Bond ETF,P, ,Y,100.0,N,,MUB,MUB,N
2562,MUC,Y,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",N, ,N,100.0,N,,MUC,MUC,N
2563,MUE,Y,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock",N, ,N,100.0,N,,MUE,MUE,N
2564,MUH,Y,"Blackrock MuniHoldings Fund II, Inc. Common Stock",N, ,N,100.0,N,,MUH,MUH,N
2565,MUS,Y,"Blackrock MuniHoldings Quality Fund, Inc Common Stock",N, ,N,100.0,N,,MUS,MUS,N
2566,MUSA,Y,Murphy USA Inc. Common Stock,N, ,N,100.0,N,,MUSA,MUSA,N
2567,MVC,Y,"MVC Capital, Inc. Common Stock",N, ,N,100.0,N,,MVC,MVC,N
2568,MVF,Y,"Blackrock MuniVest Fund, Inc. Common Stock",N, ,N,100.0,N,,MVF,MVF,N
2569,MVIS,Y,"MicroVision, Inc. - Common Stock",Q,G,N,100.0,N,D,,MVIS,N
2570,MVO,Y,MV Oil Trust Units of Beneficial Interests,N, ,N,100.0,N,,MVO,MVO,N
2571,MWA,Y,MUELLER WATER PRODUCTS Common Stock,N, ,N,100.0,N,,MWA,MWA,N
2572,MX,Y,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock",N, ,N,100.0,N,,MX,MX,N
2573,MXC,Y,Mexco Energy Corporation Common Stock,A, ,N,100.0,N,,MXC,MXC,N
2574,MXF,Y,"Mexico Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,MXF,MXF,N
2575,MXI,Y,iShares Global Materials ETF,P, ,Y,100.0,N,,MXI,MXI,N
2576,MXIM,Y,"Maxim Integrated Products, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MXIM,N
2577,MXL,Y,"MaxLinear, Inc. Common Stock",N, ,N,100.0,N,,MXL,MXL,N
2578,MYC,Y,"Blackrock MuniYield California Fund, Inc. Common Stock",N, ,N,100.0,N,,MYC,MYC,N
2579,MYD,Y,"Blackrock MuniYield Fund, Inc.  Common Stock",N, ,N,100.0,N,,MYD,MYD,N
2580,MYE,Y,"Myers Industries, Inc. Common Stock",N, ,N,100.0,N,,MYE,MYE,N
2581,MYF,Y,Blackrock MuniYield Investment Fund Common Stock,N, ,N,100.0,N,,MYF,MYF,N
2582,MYGN,Y,"Myriad Genetics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MYGN,N
2583,MYI,Y,"Blackrock MuniYield Quality Fund III, Inc Common Stock",N, ,N,100.0,N,,MYI,MYI,N
2584,MYJ,Y,"Blackrock MuniYield New Jersey Fund, Inc Common Stock",N, ,N,100.0,N,,MYJ,MYJ,N
2585,MYL,Y,Mylan N.V. - Common Stock,Q,Q,N,100.0,N,N,,MYL,N
2586,MYN,Y,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",N, ,N,100.0,N,,MYN,MYN,N
2587,MYOS,Y,MYOS RENS Technology Inc. - Common Stock,Q,S,N,100.0,N,D,,MYOS,N
2588,MYRG,Y,"MYR Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,MYRG,N
2589,MYY,Y,ProShares Short MidCap400,P, ,Y,100.0,N,,MYY,MYY,N
2590,MZZ,Y,ProShares UltraShort MidCap400,P, ,Y,100.0,N,,MZZ,MZZ,N
2591,NAC,Y,Nuveen California Quality Municipal Income Fund,N, ,N,100.0,N,,NAC,NAC,N
2592,NAD,Y,Nuveen Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NAD,NAD,N
2593,NAII,Y,"Natural Alternatives International, Inc. - Common Stock",Q,G,N,100.0,N,N,,NAII,N
2594,NAK,Y,"Northern Dynasty Minerals, Ltd. Common Stock",A, ,N,100.0,N,,NAK,NAK,N
2595,NAN,Y,Nuveen New York Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NAN,NAN,N
2596,NAT,Y,Nordic American Tankers Limited Common Stock,N, ,N,100.0,N,,NAT,NAT,N
2597,NATH,Y,"Nathan's Famous, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NATH,N
2598,NATI,Y,National Instruments Corporation - Common Stock,Q,Q,N,100.0,N,N,,NATI,N
2599,NAV,Y,Navistar International Corporation Common Stock,N, ,N,100.0,N,,NAV,NAV,N
2600,NAVB,Y,"Navidea Biopharmaceuticals, Inc. Common Stock",A, ,N,100.0,N,,NAVB,NAVB,N
2601,NAVI,Y,Navient Corporation - Common Stock,Q,Q,N,100.0,N,N,,NAVI,N
2602,NAZ,Y,Nuveen Arizona Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NAZ,NAZ,N
2603,NBH,Y,Neuberger Berman Municipal Fund Inc. Common Stock,A, ,N,100.0,N,,NBH,NBH,N
2604,NBHC,Y,National Bank Holdings Corporation Common Stock,N, ,N,100.0,N,,NBHC,NBHC,N
2605,NBIX,Y,"Neurocrine Biosciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NBIX,N
2606,NBL,Y,Noble Energy Inc. - Common Stock,Q,Q,N,100.0,N,N,,NBL,N
2607,NBN,Y,Northeast Bank - Common Stock,Q,G,N,100.0,N,N,,NBN,N
2608,NBO,Y,Neuberger Berman New York Municipal Fund Inc. Common Stock,A, ,N,100.0,N,,NBO,NBO,N
2609,NBR,Y,Nabors Industries Ltd.,N, ,N,100.0,N,,NBR,NBR,N
2610,NBTB,Y,NBT Bancorp Inc. - Common Stock,Q,Q,N,100.0,N,N,,NBTB,N
2611,NBY,Y,"NovaBay Pharmaceuticals, Inc. Common Stock",A, ,N,100.0,N,,NBY,NBY,N
2612,NC,Y,"NACCO Industries, Inc. Common Stock",N, ,N,100.0,N,,NC,NC,N
2613,NCA,Y,"Nuveen California Municipal Value Fund, Inc. Common Stock",N, ,N,100.0,N,,NCA,NCA,N
2614,NCB,Y,Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest,N, ,N,100.0,N,,NCB,NCB,N
2615,NCLH,Y,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,N, ,N,100.0,N,,NCLH,NCLH,N
2616,NCMI,Y,"National CineMedia, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NCMI,N
2617,NCR,Y,NCR Corporation Common Stock,N, ,N,100.0,N,,NCR,NCR,N
2618,NCTY,Y,The9 Limited - American Depository Shares representing three ordinary shares,Q,S,N,100.0,N,D,,NCTY,N
2619,NCZ,Y,AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,N, ,N,100.0,N,,NCZ,NCZ,N
2620,NDAQ,Y,"Nasdaq, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NDAQ,N
2621,NDLS,Y,Noodles & Company - Common Stock,Q,Q,N,100.0,N,N,,NDLS,N
2622,NDP,Y,"Tortoise Energy Independence Fund, Inc. Common Stock",N, ,N,100.0,N,,NDP,NDP,N
2623,NDSN,Y,Nordson Corporation - Common Stock,Q,Q,N,100.0,N,N,,NDSN,N
2624,NE,Y,Noble Corporation Ordinary Shares (UK),N, ,N,100.0,N,,NE,NE,N
2625,NEA,Y,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,N, ,N,100.0,N,,NEA,NEA,N
2626,NEE,Y,"NextEra Energy, Inc. Common Stock",N, ,N,100.0,N,,NEE,NEE,N
2627,NEM,Y,Newmont Corporation,N, ,N,100.0,N,,NEM,NEM,N
2628,NEN,Y,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,A, ,N,100.0,N,,NEN,NEN,N
2629,NEO,Y,"NeoGenomics, Inc. - Common Stock",Q,S,N,100.0,N,N,,NEO,N
2630,NEOG,Y,Neogen Corporation - Common Stock,Q,Q,N,100.0,N,N,,NEOG,N
2631,NEP,Y,"NextEra Energy Partners, LP Common Units representing limited partner interests",N, ,N,100.0,N,,NEP,NEP,N
2632,NEPT,Y,Neptune Wellness Solutions Inc. - Ordinary Shares,Q,S,N,100.0,N,N,,NEPT,N
2633,NERV,Y,"Minerva Neurosciences, Inc - Common Stock",Q,G,N,100.0,N,N,,NERV,N
2634,NES,Y,"Nuverra Environmental Solutions, Inc. Common Stock",A, ,N,100.0,N,,NES,NES,N
2635,NETE,Y,"Net Element, Inc. - Common Stock",Q,S,N,100.0,N,D,,NETE,N
2636,NEU,Y,NewMarket Corp Common Stock,N, ,N,100.0,N,,NEU,NEU,N
2637,NEWT,Y,Newtek Business Services Corp. - Common Stock,Q,G,N,100.0,N,N,,NEWT,N
2638,NFBK,Y,"Northfield Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NFBK,N
2639,NFG,Y,National Fuel Gas Company Common Stock,N, ,N,100.0,N,,NFG,NFG,N
2640,NFJ,Y,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",N, ,N,100.0,N,,NFJ,NFJ,N
2641,NFLX,Y,"Netflix, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NFLX,N
2642,NFRA,Y,FlexShares STOXX Global Broad Infrastructure Index Fund,P, ,Y,100.0,N,,NFRA,NFRA,N
2643,NG,Y,Novagold Resources Inc.,A, ,N,100.0,N,,NG,NG,N
2644,NGD,Y,New Gold Inc.,A, ,N,100.0,N,,NGD,NGD,N
2645,NGE,Y,Global X MSCI Nigeria ETF,P, ,Y,100.0,N,,NGE,NGE,N
2646,NGG,Y,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares",N, ,N,100.0,N,,NGG,NGG,N
2647,NGHC,Y,National General Holdings Corp - Common Stock,Q,G,N,100.0,N,N,,NGHC,N
2648,NGHCP,Y,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A",Q,G,N,100.0,N,N,,NGHCP,N
2649,NGL,Y,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,N, ,N,100.0,N,,NGL,NGL,N
2650,NGS,Y,"Natural Gas Services Group, Inc. Common Stock",N, ,N,100.0,N,,NGS,NGS,N
2651,NGVC,Y,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",N, ,N,100.0,N,,NGVC,NGVC,N
2652,NHC,Y,National HealthCare Corporation Common Stock,A, ,N,100.0,N,,NHC,NHC,N
2653,NHF,Y,NexPoint Strategic Opportunities Fund,N, ,N,100.0,N,,NHF,NHF,N
2654,NHI,Y,"National Health Investors, Inc. Common Stock",N, ,N,100.0,N,,NHI,NHI,N
2655,NHS,Y,Neuberger Berman High Yield Strategies Fund,A, ,N,100.0,N,,NHS,NHS,N
2656,NI,Y,NiSource Inc Common Stock,N, ,N,100.0,N,,NI,NI,N
2657,NIB,Y,iPath Bloomberg Cocoa Subindex Total Return SM IndexETN,P, ,N,100.0,N,,NIB,NIB,N
2658,NICE,Y,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,Q,N,100.0,N,N,,NICE,N
2659,NICK,Y,"Nicholas Financial, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NICK,N
2660,NID,Y,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,NID,NID,N
