id,stock,Nasdaq Traded,security_name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
2661,NIM,Y,Nuveen Select Maturities Municipal Fund Common Stock,N, ,N,100.0,N,,NIM,NIM,N
2662,NIO,Y,"NIO Inc. American depositary shares, each  representing one Class A ordinary share",N, ,N,100.0,N,,NIO,NIO,N
2663,NIQ,Y,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,NIQ,NIQ,N
2664,NJR,Y,NewJersey Resources Corporation Common Stock,N, ,N,100.0,N,,NJR,NJR,N
2665,NJV,Y,Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,NJV,NJV,N
2666,NKG,Y,Nuveen Georgia Quality Municipal Income Fund ,N, ,N,100.0,N,,NKG,NKG,N
2667,NKSH,Y,"National Bankshares, Inc. - Common Stock",Q,S,N,100.0,N,N,,NKSH,N
2668,NKTR,Y,Nektar Therapeutics - Common Stock,Q,Q,N,100.0,N,N,,NKTR,N
2669,NKX,Y,Nuveen California AMT-Free Quality Municipal Income Fund,N, ,N,100.0,N,,NKX,NKX,N
2670,NL,Y,"NL Industries, Inc. Common Stock",N, ,N,100.0,N,,NL,NL,N
2671,NLR,Y,VanEck Vectors Uranium & Nuclear Energy ETF,P, ,Y,100.0,N,,NLR,NLR,N
2672,NLS,Y,"Nautilus, Inc. Common Stock",N, ,N,100.0,N,,NLS,NLS,N
2673,NLSN,Y,Nielsen N.V. Ordinary Shares,N, ,N,100.0,N,,NLSN,NLSN,N
2674,NLY,Y,Annaly Capital Management Inc Common Stock,N, ,N,100.0,N,,NLY,NLY,N
2675,NM,Y,Navios Maritime Holdings Inc. Common Stock,N, ,N,100.0,N,,NM,NM,N
2676,NMI,Y,"Nuveen Municipal Income Fund, Inc. Common Stock",N, ,N,100.0,N,,NMI,NMI,N
2677,NMIH,Y,NMI Holdings Inc - Common Stock,Q,G,N,100.0,N,N,,NMIH,N
2678,NML,Y,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,A, ,N,100.0,N,,NML,NML,N
2679,NMM,Y,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,N, ,N,100.0,N,,NMM,NMM,N
2680,NMR,Y,Nomura Holdings Inc ADR American Depositary Shares,N, ,N,100.0,N,,NMR,NMR,N
2681,NMS,Y,Nuveen Minnesota Quality Municipal Income Fund ,N, ,N,100.0,N,,NMS,NMS,N
2682,NMT,Y,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NMT,NMT,N
2683,NMY,Y,Nuveen Maryland Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NMY,NMY,N
2684,NMZ,Y,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",N, ,N,100.0,N,,NMZ,NMZ,N
2685,NNA,Y,Navios Maritime Acquisition Corporation Common stock,N, ,N,100.0,N,,NNA,NNA,N
2686,NNI,Y,"Nelnet, Inc. Common Stock",N, ,N,100.0,N,,NNI,NNI,N
2687,NNN,Y,National Retail Properties Common Stock,N, ,N,100.0,N,,NNN,NNN,N
2688,NNVC,Y,"NanoViricides, Inc. Common Stock",A, ,N,100.0,N,,NNVC,NNVC,N
2689,NNY,Y,"Nuveen New York Municipal Value Fund, Inc. Common Stock",N, ,N,100.0,N,,NNY,NNY,N
2690,NOA,Y,North American Construction Group Ltd. Common Shares (no par),N, ,N,100.0,N,,NOA,NOA,N
2691,NOAH,Y,Noah Holdings Limited,N, ,N,100.0,N,,NOAH,NOAH,N
2692,NOBL,Y,ProShares S&P 500 Dividend Aristocrats ETF,Z, ,Y,100.0,N,,NOBL,NOBL,N
2693,NOC,Y,Northrop Grumman Corporation Common Stock,N, ,N,100.0,N,,NOC,NOC,N
2694,NOG,Y,"Northern Oil and Gas, Inc. Common Stock",A, ,N,100.0,N,,NOG,NOG,N
2695,NOK,Y,Nokia Corporation Sponsored American Depositary Shares,N, ,N,100.0,N,,NOK,NOK,N
2696,NOM,Y,Nuveen Missouri Quality Municipal Income Fund ,N, ,N,100.0,N,,NOM,NOM,N
2697,NORW,Y,Global X MSCI Norway ETF,P, ,Y,100.0,N,,NORW,NORW,N
2698,NOV,Y,"National Oilwell Varco, Inc. Common Stock",N, ,N,100.0,N,,NOV,NOV,N
2699,NOW,Y,"ServiceNow, Inc. Common Stock",N, ,N,100.0,N,,NOW,NOW,N
2700,NP,Y,"Neenah, Inc. Common Stock",N, ,N,100.0,N,,NP,NP,N
2701,NPK,Y,"National Presto Industries, Inc. Common Stock",N, ,N,100.0,N,,NPK,NPK,N
2702,NPO,Y,EnPro Industries Inc,N, ,N,100.0,N,,NPO,NPO,N
2703,NPTN,Y,NeoPhotonics Corporation Common Stock,N, ,N,100.0,N,,NPTN,NPTN,N
2704,NPV,Y,Nuveen Virginia Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NPV,NPV,N
2705,NR,Y,"Newpark Resources, Inc. Common Stock",N, ,N,100.0,N,,NR,NR,N
2706,NRG,Y,"NRG Energy, Inc. Common Stock",N, ,N,100.0,N,,NRG,NRG,N
2707,NRIM,Y,Northrim BanCorp Inc - Common Stock,Q,Q,N,100.0,N,N,,NRIM,N
2708,NRK,Y,Nuveen New York AMT-Free Quality Municipal Income Fund ,N, ,N,100.0,N,,NRK,NRK,N
2709,NRO,Y,"Neuberger Berman Real Estate Securities Income Fund, Inc. Neuberger Berman Real Estate Securities Income Fund, Inc.",A, ,N,100.0,N,,NRO,NRO,N
2710,NRP,Y,Natural Resource Partners LP Limited Partnership,N, ,N,100.0,N,,NRP,NRP,N
2711,NRT,Y,North European Oil Royality Trust Common Stock,N, ,N,100.0,N,,NRT,NRT,N
2712,NRZ,Y,New Residential Investment Corp. Common Stock,N, ,N,100.0,N,,NRZ,NRZ,N
2713,NS,Y,Nustar Energy L.P.  Common Units,N, ,N,100.0,N,,NS,NS,N
2714,NSC,Y,Norfolk Southern Corporation Common Stock,N, ,N,100.0,N,,NSC,NSC,N
2715,NSEC,Y,"National Security Group, Inc. - Common Stock",Q,G,N,100.0,N,N,,NSEC,N
2716,NSIT,Y,"Insight Enterprises, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NSIT,N
2717,NSL,Y,Nuveen Senior Income Fund Common Stock,N, ,N,100.0,N,,NSL,NSL,N
2718,NSP,Y,"Insperity, Inc. Common Stock",N, ,N,100.0,N,,NSP,NSP,N
2719,NSPR,Y,InspireMD Inc. Common Stock,A, ,N,100.0,N,,NSPR,NSPR,N
2720,NSSC,Y,"NAPCO Security Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NSSC,N
2721,NSTG,Y,"NanoString Technologies, Inc. - Common Stock",Q,G,N,100.0,N,N,,NSTG,N
2722,NTAP,Y,"NetApp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NTAP,N
2723,NTES,Y,"NetEase, Inc. - American Depositary Shares, each representing 25 ordinary shares",Q,Q,N,100.0,N,N,,NTES,N
2724,NTG,Y,"Tortoise Midstream Energy Fund, Inc. Common Stock",N, ,N,100.0,N,,NTG,NTG,N
2725,NTGR,Y,"NETGEAR, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NTGR,N
2726,NTIC,Y,Northern Technologies International Corporation - Common Stock,Q,G,N,100.0,N,N,,NTIC,N
2727,NTIP,Y,"Network-1 Technologies, Inc. Common Stock",A, ,N,100.0,N,,NTIP,NTIP,N
2728,NTN,Y,"NTN Buzztime, Inc. Common Stock",A, ,N,100.0,N,,NTN,NTN,N
2729,NTP,Y,Nam Tai Property Inc. Common Stock,N, ,N,100.0,N,,NTP,NTP,N
2730,NTRS,Y,Northern Trust Corporation - Common Stock,Q,Q,N,100.0,N,N,,NTRS,N
2731,NTWK,Y,NETSOL Technologies Inc. - Common Stock,Q,S,N,100.0,N,N,,NTWK,N
2732,NUAN,Y,"Nuance Communications, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NUAN,N
2733,NUO,Y,Nuveen Ohio Quality Municipal Income Fund Common Stock,N, ,N,100.0,N,,NUO,NUO,N
2734,NURO,Y,"NeuroMetrix, Inc. - Common Stock",Q,S,N,100.0,N,N,,NURO,N
2735,NUV,Y,"Nuveen Municipal Value Fund, Inc. Common Stock",N, ,N,100.0,N,,NUV,NUV,N
2736,NUVA,Y,"NuVasive, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NUVA,N
2737,NUW,Y,Nuveen AMT-Free Municipal Value Fund,N, ,N,100.0,N,,NUW,NUW,N
2738,NVAX,Y,"Novavax, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NVAX,N
2739,NVCN,Y,Neovasc Inc. - Common Shares,Q,S,N,100.0,N,D,,NVCN,N
2740,NVDA,Y,NVIDIA Corporation - Common Stock,Q,Q,N,100.0,N,N,,NVDA,N
2741,NVEC,Y,NVE Corporation - Common Stock,Q,S,N,100.0,N,N,,NVEC,N
2742,NVEE,Y,"NV5 Global, Inc. - Common Stock",Q,S,N,100.0,N,N,,NVEE,N
2743,NVFY,Y,"Nova Lifestyle, Inc - Common Stock",Q,S,N,100.0,N,N,,NVFY,N
2744,NVG,Y,Nuveen AMT-Free Municipal Credit Income Fund ,N, ,N,100.0,N,,NVG,NVG,N
2745,NVGS,Y,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),N, ,N,100.0,N,,NVGS,NVGS,N
2746,NVMI,Y,Nova Measuring Instruments Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,NVMI,N
2747,NVO,Y,Novo Nordisk A/S Common Stock,N, ,N,100.0,N,,NVO,NVO,N
2748,NVR,Y,"NVR, Inc. Common Stock",N, ,N,10.0,N,,NVR,NVR,N
2749,NVRO,Y,Nevro Corp. Common Stock,N, ,N,100.0,N,,NVRO,NVRO,N
2750,NVS,Y,Novartis AG Common Stock,N, ,N,100.0,N,,NVS,NVS,N
2751,NWBI,Y,"Northwest Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NWBI,N
2752,NWE,Y,NorthWestern Corporation Common Stock,N, ,N,100.0,N,,NWE,NWE,N
2753,NWFL,Y,Norwood Financial Corp. - Common Stock,Q,G,N,100.0,N,N,,NWFL,N
2754,NWHM,Y,New Home Company Inc. (The) Common Stock,N, ,N,100.0,N,,NWHM,NWHM,N
2755,NWL,Y,Newell Brands Inc. - Common Stock,Q,Q,N,100.0,N,N,,NWL,N
2756,NWLI,Y,"National Western Life Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,NWLI,N
2757,NWN,Y,Northwest Natural Holding Company Common Stock,N, ,N,100.0,N,,NWN,NWN,N
2758,NWPX,Y,Northwest Pipe Company - Common Stock,Q,Q,N,100.0,N,N,,NWPX,N
2759,NWS,Y,News Corporation - Class B Common Stock,Q,Q,N,100.0,N,N,,NWS,N
2760,NWSA,Y,News Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,NWSA,N
2761,NXJ,Y,Nuveen New Jersey Qualified Municipal Fund ,N, ,N,100.0,N,,NXJ,NXJ,N
2762,NXN,Y,Nuveen New York Select Tax-Free Income Portfolio Common Stock,N, ,N,100.0,N,,NXN,NXN,N
2763,NXP,Y,Nuveen Select Tax Free Income Portfolio Common Stock,N, ,N,100.0,N,,NXP,NXP,N
2764,NXPI,Y,NXP Semiconductors N.V. - Common Stock,Q,Q,N,100.0,N,N,,NXPI,N
2765,NXQ,Y,Nuveen Select Tax Free Income Portfolio II Common Stock,N, ,N,100.0,N,,NXQ,NXQ,N
2766,NXR,Y,Nuveen Select Tax Free Income Portfolio III Common Stock,N, ,N,100.0,N,,NXR,NXR,N
2767,NXST,Y,"Nexstar Media Group, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,NXST,N
2768,NXTD,Y,NXT-ID Inc. - Common Stock,Q,S,N,100.0,N,D,,NXTD,N
2769,NYCB,Y,"New York Community Bancorp, Inc. Common Stock",N, ,N,100.0,N,,NYCB,NYCB,N
2770,NYF,Y,iShares New York Muni Bond ETF,P, ,Y,100.0,N,,NYF,NYF,N
2771,NYMT,Y,"New York Mortgage Trust, Inc. - Common Stock",Q,Q,N,100.0,N,N,,NYMT,N
2772,NYMTP,Y,"New York Mortgage Trust, Inc. - 7.75% Series B Cumulative Redeemable Preferred Stock",Q,Q,N,100.0,N,N,,NYMTP,N
2773,NYMX,Y,Nymox Pharmaceutical Corporation - Common Stock,Q,S,N,100.0,N,N,,NYMX,N
2774,NYT,Y,New York Times Company (The) Common Stock,N, ,N,100.0,N,,NYT,NYT,N
2775,NYV,Y,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest,N, ,N,100.0,N,,NYV,NYV,N
2776,NZF,Y,Nuveen Municipal Credit Income Fund ,N, ,N,100.0,N,,NZF,NZF,N
2777,O,Y,Realty Income Corporation Common Stock,N, ,N,100.0,N,,O,O,N
2778,OAS,Y,Oasis Petroleum Inc. - Common Stock,Q,S,N,100.0,N,N,,OAS,N
2779,OBCI,Y,"Ocean Bio-Chem, Inc. - Common Stock",Q,S,N,100.0,N,N,,OBCI,N
2780,OC,Y,Owens Corning Inc Common Stock New,N, ,N,100.0,N,,OC,OC,N
2781,OCC,Y,Optical Cable Corporation - Common Stock,Q,G,N,100.0,N,N,,OCC,N
2782,OCFC,Y,OceanFirst Financial Corp. - Common Stock,Q,Q,N,100.0,N,N,,OCFC,N
2783,OCN,Y,Ocwen Financial Corporation NEW Common Stock,N, ,N,100.0,N,,OCN,OCN,N
2784,OCUL,Y,"Ocular Therapeutix, Inc. - Common Stock",Q,G,N,100.0,N,N,,OCUL,N
2785,ODC,Y,Oil-Dri Corporation Of America Common Stock,N, ,N,100.0,N,,ODC,ODC,N
2786,ODP,Y,"Office Depot, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ODP,N
2787,OEC,Y,Orion Engineered Carbons S.A Common Shares,N, ,N,100.0,N,,OEC,OEC,N
2788,OEF,Y,iShares S&P 100 ETF,P, ,Y,100.0,N,,OEF,OEF,N
2789,OESX,Y,"Orion Energy Systems, Inc. - Common Stock",Q,S,N,100.0,N,N,,OESX,N
2790,OFC,Y,Corporate Office Properties Trust Common Stock,N, ,N,100.0,N,,OFC,OFC,N
2791,OFED,Y,Oconee Federal Financial Corp. - Common Stock,Q,S,N,100.0,N,N,,OFED,N
2792,OFG,Y,OFG Bancorp Common Stock,N, ,N,100.0,N,,OFG,OFG,N
2793,OFIX,Y,Orthofix Medical Inc.  - Common Stock,Q,Q,N,100.0,N,N,,OFIX,N
2794,OFLX,Y,"Omega Flex, Inc. - Common Stock",Q,G,N,100.0,N,N,,OFLX,N
2795,OFS,Y,OFS Capital Corporation - Common Stock,Q,Q,N,100.0,N,N,,OFS,N
2796,OGCP,Y,"Empire State Realty OP, L.P. Series 60 Operating Partnership Units Representing Limited Partnership Interests",P, ,N,100.0,N,,OGCP,OGCP,N
2797,OGE,Y,OGE Energy Corp Common Stock,N, ,N,100.0,N,,OGE,OGE,N
2798,OGEN,Y,Oragenics Inc. Common Stock,A, ,N,100.0,N,,OGEN,OGEN,N
2799,OGS,Y,"ONE Gas, Inc. Common Stock",N, ,N,100.0,N,,OGS,OGS,N
2800,OHI,Y,"Omega Healthcare Investors, Inc. Common Stock",N, ,N,100.0,N,,OHI,OHI,N
2801,OI,Y,"O-I Glass, Inc. Common Stock",N, ,N,100.0,N,,OI,OI,N
2802,OIA,Y,Invesco Municipal Income Opportunities Trust Common Stock,N, ,N,100.0,N,,OIA,OIA,N
2803,OIH,Y,VanEck Vectors Oil Services ETF,P, ,Y,100.0,N,,OIH,OIH,N
2804,OIIM,Y,O2Micro International Limited - American Depositary Shares,Q,Q,N,100.0,N,N,,OIIM,N
2805,OIS,Y,"Oil States International, Inc. Common Stock",N, ,N,100.0,N,,OIS,OIS,N
2806,OKE,Y,"ONEOK, Inc. Common Stock",N, ,N,100.0,N,,OKE,OKE,N
2807,OLED,Y,Universal Display Corporation - Common Stock,Q,Q,N,100.0,N,N,,OLED,N
2808,OLEM,Y,iPath Pure Beta Crude Oil ETN,P, ,N,100.0,N,,OLEM,OLEM,N
2809,OLN,Y,Olin Corporation Common Stock,N, ,N,100.0,N,,OLN,OLN,N
2810,OLP,Y,"One Liberty Properties, Inc. Common Stock",N, ,N,100.0,N,,OLP,OLP,N
2811,OMAB,Y,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. - American Depositary Shares each representing 8 Series B shares,Q,Q,N,100.0,N,N,,OMAB,N
2812,OMC,Y,Omnicom Group Inc. Common Stock,N, ,N,100.0,N,,OMC,OMC,N
2813,OMCL,Y,"Omnicell, Inc. - Common Stock",Q,Q,N,100.0,N,N,,OMCL,N
2814,OMER,Y,Omeros Corporation - Common Stock,Q,G,N,100.0,N,N,,OMER,N
2815,OMEX,Y,"Odyssey Marine Exploration, Inc. - Common Stock",Q,S,N,100.0,N,N,,OMEX,N
2816,OMI,Y,"Owens & Minor, Inc. Common Stock",N, ,N,100.0,N,,OMI,OMI,N
2817,ONB,Y,Old National Bancorp - Common Stock,Q,Q,N,100.0,N,N,,ONB,N
2818,ONCY,Y,Oncolytics Biotech Inc. - Common Shares,Q,S,N,100.0,N,N,,ONCY,N
2819,ONE,Y,OneSmart International Education Group Limited ADS,N, ,N,100.0,N,,ONE,ONE,N
2820,ONEQ,Y,Fidelity Nasdaq Composite Index Tracking Stock,Q,G,Y,100.0,N,N,,ONEQ,N
2821,ONTX,Y,"Onconova Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,D,,ONTX,N
2822,ONVO,Y,"Organovo Holdings, Inc. - Common Stock",Q,S,N,100.0,N,D,,ONVO,N
2823,OPB,Y,Opus Bank - Common Stock,Q,Q,N,100.0,N,N,,OPB,N
2824,OPHC,Y,"OptimumBank Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,OPHC,N
2825,OPK,Y,"Opko Health, Inc. - Common Stock",Q,Q,N,100.0,N,N,,OPK,N
2826,OPOF,Y,Old Point Financial Corporation - Common Stock,Q,S,N,100.0,N,N,,OPOF,N
2827,OPTT,Y,"Ocean Power Technologies, Inc. - Common Stock",Q,S,N,100.0,N,D,,OPTT,N
2828,OPY,Y,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)",N, ,N,100.0,N,,OPY,OPY,N
2829,ORAN,Y,Orange,N, ,N,100.0,N,,ORAN,ORAN,N
2830,ORBC,Y,ORBCOMM Inc. - Common Stock,Q,Q,N,100.0,N,N,,ORBC,N
2831,ORCL,Y,Oracle Corporation Common Stock,N, ,N,100.0,N,,ORCL,ORCL,N
2832,ORI,Y,Old Republic International Corporation Common Stock,N, ,N,100.0,N,,ORI,ORI,N
2833,ORLY,Y,"O'Reilly Automotive, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ORLY,N
2834,ORN,Y,"Orion Group Holdings, Inc. Common",N, ,N,100.0,N,,ORN,ORN,N
2835,ORRF,Y,Orrstown Financial Services Inc - Common Stock,Q,S,N,100.0,N,N,,ORRF,N
2836,OSBC,Y,"Old Second Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,OSBC,N
2837,OSIS,Y,"OSI Systems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,OSIS,N
2838,OSK,Y,Oshkosh Corporation (Holding Company)Common Stock,N, ,N,100.0,N,,OSK,OSK,N
2839,OSN,Y,"Ossen Innovation Co., Ltd. - American Depositary Shares",Q,S,N,100.0,N,N,,OSN,N
2840,OSTK,Y,"Overstock.com, Inc. - Common Stock",Q,G,N,100.0,N,N,,OSTK,N
2841,OSUR,Y,"OraSure Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,OSUR,N
2842,OTEL,Y,Otelco Inc. - Common Stock,Q,S,N,100.0,N,N,,OTEL,N
2843,OTEX,Y,Open Text Corporation - Common Shares,Q,Q,N,100.0,N,N,,OTEX,N
2844,OTIC,Y,"Otonomy, Inc. - Common Stock",Q,Q,N,100.0,N,N,,OTIC,N
2845,OTTR,Y,Otter Tail Corporation - Common Stock,Q,Q,N,100.0,N,N,,OTTR,N
2846,OVBC,Y,Ohio Valley Banc Corp. - Common Stock,Q,G,N,100.0,N,N,,OVBC,N
2847,OVLY,Y,Oak Valley Bancorp (CA) - Common Stock,Q,S,N,100.0,N,N,,OVLY,N
2848,OXBR,Y,Oxbridge Re Holdings Limited - Ordinary Shares,Q,S,N,100.0,N,N,,OXBR,N
2849,OXFD,Y,Oxford Immunotec Global PLC - Ordinary Shares,Q,G,N,100.0,N,N,,OXFD,N
2850,OXLC,Y,Oxford Lane Capital Corp. - Common Stock,Q,Q,N,100.0,N,N,,OXLC,N
2851,OXLCO,Y,"Oxford Lane Capital Corp. - Term Preferred Shares, 7.50% Series 2023",Q,Q,N,100.0,N,N,,OXLCO,N
2852,OXM,Y,"Oxford Industries, Inc. Common Stock",N, ,N,100.0,N,,OXM,OXM,N
2853,OXY,Y,Occidental Petroleum Corporation Common Stock,N, ,N,100.0,N,,OXY,OXY,N
2854,PAA,Y,"Plains All American Pipeline, L.P. Common Stock",N, ,N,100.0,N,,PAA,PAA,N
2855,PAAS,Y,Pan American Silver Corp. - Common Stock,Q,Q,N,100.0,N,N,,PAAS,N
2856,PACB,Y,"Pacific Biosciences of California, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PACB,N
2857,PACD,Y,Pacific Drilling S.A. Common Shares,N, ,N,100.0,N,,PACD,PACD,N
2858,PACW,Y,PacWest Bancorp - Common Stock,Q,Q,N,100.0,N,N,,PACW,N
2859,PAG,Y,"Penske Automotive Group, Inc. Common Stock",N, ,N,100.0,N,,PAG,PAG,N
2860,PAGP,Y,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests",N, ,N,100.0,N,,PAGP,PAGP,N
2861,PAHC,Y,Phibro Animal Health Corporation - Class A Common Stock,Q,G,N,100.0,N,N,,PAHC,N
2862,PAI,Y,Western Asset Investment Grade Income Fund Inc.,N, ,N,100.0,N,,PAI,PAI,N
2863,PALL,Y,Aberdeen Standard Physical Palladium Shares ETF,P, ,Y,100.0,N,,PALL,PALL,N
2864,PAM,Y,Pampa Energia S.A. Pampa Energia S.A.,N, ,N,100.0,N,,PAM,PAM,N
2865,PANL,Y,Pangaea Logistics Solutions Ltd. - Common Stock,Q,S,N,100.0,N,N,,PANL,N
2866,PANW,Y,"Palo Alto Networks, Inc. Common Stock",N, ,N,100.0,N,,PANW,PANW,N
2867,PAR,Y,PAR Technology Corporation Common Stock,N, ,N,100.0,N,,PAR,PAR,N
2868,PARR,Y,"Par Pacific Holdings, Inc.  Common Stock",N, ,N,100.0,N,,PARR,PARR,N
2869,PATK,Y,"Patrick Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PATK,N
2870,PAYC,Y,"Paycom Software, Inc. Common Stock",N, ,N,100.0,N,,PAYC,PAYC,N
2871,PAYX,Y,"Paychex, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PAYX,N
2872,PB,Y,"Prosperity Bancshares, Inc. Common Stock",N, ,N,100.0,N,,PB,PB,N
2873,PBA,Y,Pembina Pipeline Corp. Ordinary Shares (Canada),N, ,N,100.0,N,,PBA,PBA,N
2874,PBCT,Y,"People's United Financial, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PBCT,N
2875,PBD,Y,Invesco Global Clean Energy ETF,P, ,Y,100.0,N,,PBD,PBD,N
2876,PBE,Y,Invesco Dynamic Biotech & Genome ETF,P, ,Y,100.0,N,,PBE,PBE,N
2877,PBF,Y,PBF Energy Inc. Class A Common Stock,N, ,N,100.0,N,,PBF,PBF,N
2878,PBFX,Y,PBF Logistics LP Common Units representing limited partner interests,N, ,N,100.0,N,,PBFX,PBFX,N
2879,PBH,Y,Prestige Consumer Healthcare Inc. Common Stock,N, ,N,100.0,N,,PBH,PBH,N
2880,PBHC,Y,"Pathfinder Bancorp, Inc. - Common Stock",Q,S,N,100.0,N,N,,PBHC,N
2881,PBI,Y,Pitney Bowes Inc. Common Stock,N, ,N,100.0,N,,PBI,PBI,N
2882,PBIP,Y,"Prudential Bancorp, Inc. - Common Stock",Q,G,N,100.0,N,N,,PBIP,N
2883,PBJ,Y,Invesco Dynamic Food & Beverage ETF,P, ,Y,100.0,N,,PBJ,PBJ,N
2884,PBPB,Y,Potbelly Corporation - Common Stock,Q,Q,N,100.0,N,N,,PBPB,N
2885,PBR,Y,Petroleo Brasileiro S.A.- Petrobras Common Stock,N, ,N,100.0,N,,PBR,PBR,N
2886,PBS,Y,Invesco Dynamic Media ETF,P, ,Y,100.0,N,,PBS,PBS,N
2887,PBT,Y,Permian Basin Royalty Trust Common Stock,N, ,N,100.0,N,,PBT,PBT,N
2888,PBW,Y,Invesco WilderHill Clean Energy ETF,P, ,Y,100.0,N,,PBW,PBW,N
2889,PBY,Y,Prospect Capital Corporation 6.25% Notes due 2028,N, ,N,100.0,N,,PBY,PBY,N
2890,PBYI,Y,Puma Biotechnology Inc - Common Stock,Q,Q,N,100.0,N,N,,PBYI,N
2891,PCEF,Y,Invesco CEF Income Composite ETF,P, ,Y,100.0,N,,PCEF,PCEF,N
2892,PCF,Y,High Income Securities Fund Common Stock,N, ,N,100.0,N,,PCF,PCF,N
2893,PCG,Y,Pacific Gas & Electric Co. Common Stock,N, ,N,100.0,N,,PCG,PCG,N
2894,PCH,Y,PotlatchDeltic Corporation - Common Stock,Q,Q,N,100.0,N,N,,PCH,N
2895,PCI,Y,PIMCO Dynamic Credit and Mortgage Income Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,PCI,PCI,N
2896,PCM,Y,"PCM Fund, Inc. Common Stock",N, ,N,100.0,N,,PCM,PCM,N
2897,PCN,Y,Pimco Corporate & Income Strategy Fund Common Stock,N, ,N,100.0,N,,PCN,PCN,N
2898,PCOM,Y,"Points International, Ltd. - Common Shares",Q,S,N,100.0,N,N,,PCOM,N
2899,PCQ,Y,PIMCO California Municipal Income Fund Common Stock,N, ,N,100.0,N,,PCQ,PCQ,N
2900,PCRX,Y,"Pacira BioSciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PCRX,N
2901,PCTI,Y,"PC-Tel, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PCTI,N
2902,PCTY,Y,Paylocity Holding Corporation - Common Stock,Q,Q,N,100.0,N,N,,PCTY,N
2903,PCY,Y,Invesco Emerging Markets Sovereign Debt ETF,P, ,Y,100.0,N,,PCY,PCY,N
2904,PCYG,Y,"Park City Group, Inc. - Common Stock",Q,S,N,100.0,N,N,,PCYG,N
2905,PCYO,Y,Pure Cycle Corporation - Common Stock,Q,S,N,100.0,N,N,,PCYO,N
2906,PDCE,Y,"PDC Energy, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PDCE,N
2907,PDCO,Y,"Patterson Companies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PDCO,N
2908,PDEX,Y,"Pro-Dex, Inc. - Common Stock",Q,S,N,100.0,N,N,,PDEX,N
2909,PDFS,Y,"PDF Solutions, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PDFS,N
2910,PDI,Y,PIMCO Dynamic Income Fund Common Stock,N, ,N,100.0,N,,PDI,PDI,N
2911,PDLI,Y,"PDL BioPharma, Inc. - Common Stock",Q,Q,N,100.0,N,N,,PDLI,N
2912,PDN,Y,Invesco FTSE RAFI Developed Markets ex-U.S. Small-Mid ETF,P, ,Y,100.0,N,,PDN,PDN,N
2913,PDP,Y,Invesco DWA Momentum ETF,Q,G,Y,100.0,N,N,,PDP,N
2914,PDS,Y,Precision Drilling Corporation Common Stock,N, ,N,100.0,N,,PDS,PDS,N
2915,PDT,Y,John Hancock Premium Dividend Fund,N, ,N,100.0,N,,PDT,PDT,N
